PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28806976,"Quantitative detection of human Malawi polyomavirus in nasopharyngeal aspirates, sera, and feces in Beijing, China, using real-time TaqMan-based PCR","Ma FL, Li DD, Wei TL, Li JS, Zheng LS.",Virol J. 2017 Aug 14;14(1):152. doi: 10.1186/s12985-017-0817-2.,Ma FL,Virol J,2017,2017/08/16
28848548,Cellular RNA Helicase DDX1 Is Involved in Transmissible Gastroenteritis Virus nsp14-Induced Interferon-Beta Production,"Zhou Y, Wu W, Xie L, Wang D, Ke Q, Hou Z, Wu X, Fang Y, Chen H, Xiao S, Fang L.",Front Immunol. 2017 Aug 9;8:940. doi: 10.3389/fimmu.2017.00940. eCollection 2017.,Zhou Y,Front Immunol,2017,2017/08/30
28848521,Establishment and Application of a Universal Coronavirus Screening Method Using MALDI-TOF Mass Spectrometry,"Xiu L, Zhang C, Wu Z, Peng J.",Front Microbiol. 2017 Aug 9;8:1510. doi: 10.3389/fmicb.2017.01510. eCollection 2017.,Xiu L,Front Microbiol,2017,2017/08/30
28778905,Recovery from the Middle East respiratory syndrome is associated with antibody and T-cell responses,"Zhao J, Alshukairi AN, Baharoon SA, Ahmed WA, Bokhari AA, Nehdi AM, Layqah LA, Alghamdi MG, Al Gethamy MM, Dada AM, Khalid I, Boujelal M, Al Johani SM, Vogel L, Subbarao K, Mangalam A, Wu C, Ten Eyck P, Perlman S, Zhao J.",Sci Immunol. 2017 Aug 4;2(14):eaan5393. doi: 10.1126/sciimmunol.aan5393. Epub 2017 Aug 4.,Zhao J,Sci Immunol,2017,2017/08/06
28768514,Sensitivity and specificity of a real-time reverse transcriptase polymerase chain reaction detecting feline coronavirus mutations in effusion and serum/plasma of cats to diagnose feline infectious peritonitis,"Felten S, Leutenegger CM, Balzer HJ, Pantchev N, Matiasek K, Wess G, Egberink H, Hartmann K.",BMC Vet Res. 2017 Aug 2;13(1):228. doi: 10.1186/s12917-017-1147-8.,Felten S,BMC Vet Res,2017,2017/08/04
30152454,International health threats and global early warning and response mechanisms,"Tekola B, Myers L, Lubroth J, Plee L, Calistri P, Pinto J.",Rev Sci Tech. 2017 Aug;36(2):657-670. doi: 10.20506/rst.36.2.2683.,Tekola B,Rev Sci Tech,2017,2018/08/29
30152450,Biosafety and biosecurity in veterinary laboratories,"Brass VH, Astuto-Gribble L, Finley MR.",Rev Sci Tech. 2017 Aug;36(2):701-709. doi: 10.20506/rst.36.2.2687.,Brass VH,Rev Sci Tech,2017,2018/08/29
28763472,Infectious bronchitis corona virus establishes productive infection in avian macrophages interfering with selected antimicrobial functions,"Amarasinghe A, Abdul-Cader MS, Nazir S, De Silva Senapathi U, van der Meer F, Cork SC, Gomis S, Abdul-Careem MF.",PLoS One. 2017 Aug 1;12(8):e0181801. doi: 10.1371/journal.pone.0181801. eCollection 2017.,Amarasinghe A,PLoS One,2017,2017/08/02
28758629,Identification and characterization of a Golgi retention signal in feline coronavirus accessory protein 7b,"Florek D, Ehmann R, Kristen-Burmann C, Lemmermeyer T, Lochnit G, Ziebuhr J, Thiel HJ, Tekes G.",J Gen Virol. 2017 Aug;98(8):2017-2029. doi: 10.1099/jgv.0.000879. Epub 2017 Jul 31.,Florek D,J Gen Virol,2017,2017/08/01
28757031,"Genetic characteristics, pathogenicity, and immunogenicity associated with cell adaptation of a virulent genotype 2b porcine epidemic diarrhea virus","Lee S, Son KY, Noh YH, Lee SC, Choi HW, Yoon IJ, Lee C.",Vet Microbiol. 2017 Aug;207:248-258. doi: 10.1016/j.vetmic.2017.06.019. Epub 2017 Jun 28.,Lee S,Vet Microbiol,2017,2017/08/01
28756560,In silico analysis of the cyanobacterial lectin scytovirin: new insights into binding properties,"Siqueira AS, Lima ARJ, de Souza RC, Santos AS, Vianez Júnior JLDSG, Gonçalves EC.",Mol Biol Rep. 2017 Aug;44(4):353-358. doi: 10.1007/s11033-017-4116-1. Epub 2017 Jul 29.,Siqueira AS,Mol Biol Rep,2017,2017/07/31
28755162,Coexistence of multiple genotypes of porcine epidemic diarrhea virus with novel mutant S genes in the Hubei Province of China in 2016,"Zeng Z, Li TT, Jin X, Peng FH, Song NH, Peng GQ, Ge XY.",Virol Sin. 2017 Aug;32(4):298-306. doi: 10.1007/s12250-017-4021-8. Epub 2017 Jul 26.,Zeng Z,Virol Sin,2017,2017/07/30
28744726,Evaluation of purified recombinant spike fragments for assessment of the presence of serum neutralizing antibodies against a variant strain of porcine epidemic diarrhea virus,"Hao J, Zhang Y, Fang S, Wen Z, Zhang X, Xue C, Cao Y.",Virol Sin. 2017 Aug;32(4):307-316. doi: 10.1007/s12250-017-3969-8. Epub 2017 Jul 20.,Hao J,Virol Sin,2017,2017/07/27
28734432,Outbreak of Middle East Respiratory Syndrome-Coronavirus Causes High Fatality After Cardiac Operations,Nazer RI.,Ann Thorac Surg. 2017 Aug;104(2):e127-e129. doi: 10.1016/j.athoracsur.2017.02.072.,Nazer RI,Ann Thorac Surg,2017,2017/07/24
28722623,"The Use of Xenosurveillance to Detect Human Bacteria, Parasites, and Viruses in Mosquito Bloodmeals","Fauver JR, Gendernalik A, Weger-Lucarelli J, Grubaugh ND, Brackney DE, Foy BD, Ebel GD.",Am J Trop Med Hyg. 2017 Aug;97(2):324-329. doi: 10.4269/ajtmh.17-0063. Epub 2017 Jul 19.,Fauver JR,Am J Trop Med Hyg,2017,2017/07/20
28683954,Impact of porcine epidemic diarrhea on herd and individual Berkshire sow productivity,"Furutani A, Kawabata T, Sueyoshi M, Sasaki Y.",Anim Reprod Sci. 2017 Aug;183:1-8. doi: 10.1016/j.anireprosci.2017.06.013. Epub 2017 Jun 26.,Furutani A,Anim Reprod Sci,2017,2017/07/08
28676301,Toward the identification of viral cap-methyltransferase inhibitors by fluorescence screening assay,"Aouadi W, Eydoux C, Coutard B, Martin B, Debart F, Vasseur JJ, Contreras JM, Morice C, Quérat G, Jung ML, Canard B, Guillemot JC, Decroly E.",Antiviral Res. 2017 Aug;144:330-339. doi: 10.1016/j.antiviral.2017.06.021. Epub 2017 Jul 1.,Aouadi W,Antiviral Res,2017,2017/07/06
28675506,Determination of the cell tropism of serotype 1 feline infectious peritonitis virus using the spike affinity histochemistry in paraffin-embedded tissues,"Cham TC, Chang YC, Tsai PS, Wu CH, Chen HW, Jeng CR, Pang VF, Chang HW.",Microbiol Immunol. 2017 Aug;61(8):318-327. doi: 10.1111/1348-0421.12498.,Cham TC,Microbiol Immunol,2017,2017/07/05
28601443,A cohort study of the effect of winter dysentery on herd-level milk production,"Toftaker I, Holmøy I, Nødtvedt A, Østerås O, Stokstad M.",J Dairy Sci. 2017 Aug;100(8):6483-6493. doi: 10.3168/jds.2017-12605. Epub 2017 Jun 7.,Toftaker I,J Dairy Sci,2017,2017/06/12
28566313,Evaluation of a Real-Time Reverse Transcription-PCR (RT-PCR) Assay for Detection of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) in Clinical Samples from an Outbreak in South Korea in 2015,"Lee JS, Ahn JS, Yu BS, Cho SI, Kim MJ, Choi JM, Seo SH, Park SS, Seong MW.",J Clin Microbiol. 2017 Aug;55(8):2554-2555. doi: 10.1128/JCM.00667-17. Epub 2017 May 31.,Lee JS,J Clin Microbiol,2017,2017/06/02
28526304,Control of Middle East respiratory syndrome,"Yasri S, Wiwanitkit V.",Am J Infect Control. 2017 Aug 1;45(8):937. doi: 10.1016/j.ajic.2017.03.026. Epub 2017 May 16.,Yasri S,Am J Infect Control,2017,2017/05/21
28523387,"Seroprevalence of economically important viral pathogens in swine populations of Trinidad and Tobago, West Indies","Sookhoo JRV, Brown-Jordan A, Blake L, Holder RB, Brookes SM, Essen S, Carrington CVF, Brown IH, Oura CAL.",Trop Anim Health Prod. 2017 Aug;49(6):1117-1124. doi: 10.1007/s11250-017-1299-3. Epub 2017 May 18.,Sookhoo JRV,Trop Anim Health Prod,2017,2017/05/20
28493279,Specific detection of GII-1 lineage of infectious bronchitis virus,"Domanska-Blicharz K, Lisowska A, Pikuła A, Sajewicz-Krukowska J.",Lett Appl Microbiol. 2017 Aug;65(2):141-146. doi: 10.1111/lam.12753. Epub 2017 Jul 3.,Domanska-Blicharz K,Lett Appl Microbiol,2017,2017/05/12
28470417,Characterization of porcine epidemic diarrhea virus infectivity in human embryonic kidney cells,"Zhang J, Guo L, Xu Y, Yang L, Shi H, Feng L, Wang Y.",Arch Virol. 2017 Aug;162(8):2415-2419. doi: 10.1007/s00705-017-3369-2. Epub 2017 May 3.,Zhang J,Arch Virol,2017,2017/05/05
28456726,"Optimization of the Production Process and Characterization of the Yeast-Expressed SARS-CoV Recombinant Receptor-Binding Domain (RBD219-N1), a SARS Vaccine Candidate","Chen WH, Chag SM, Poongavanam MV, Biter AB, Ewere EA, Rezende W, Seid CA, Hudspeth EM, Pollet J, McAtee CP, Strych U, Bottazzi ME, Hotez PJ.",J Pharm Sci. 2017 Aug;106(8):1961-1970. doi: 10.1016/j.xphs.2017.04.037. Epub 2017 Apr 26.,Chen WH,J Pharm Sci,2017,2017/05/01
28421366,Two deletion variants of Middle East respiratory syndrome coronavirus found in a patient with characteristic symptoms,"Xie Q, Cao Y, Su J, Wu J, Wu X, Wan C, He M, Ke C, Zhang B, Zhao W.",Arch Virol. 2017 Aug;162(8):2445-2449. doi: 10.1007/s00705-017-3361-x. Epub 2017 Apr 18.,Xie Q,Arch Virol,2017,2017/04/20
28419351,"The effect of diatomaceous earth in live, attenuated infectious bronchitis vaccine, immune responses, and protection against challenge","Nazmi A, Hauck R, Corbeil LB, Gallardo RA.",Poult Sci. 2017 Aug 1;96(8):2623-2629. doi: 10.3382/ps/pex093.,Nazmi A,Poult Sci,2017,2017/04/19
28374120,"Calves are susceptible to infection with the newly emerged porcine deltacoronavirus, but not with the swine enteric alphacoronavirus, porcine epidemic diarrhea virus","Jung K, Hu H, Saif LJ.",Arch Virol. 2017 Aug;162(8):2357-2362. doi: 10.1007/s00705-017-3351-z. Epub 2017 Apr 3.,Jung K,Arch Virol,2017,2017/04/05
28357676,Porcine epidemic diarrhea virus virus-like particles produced in insect cells induce specific immune responses in mice,"Wang C, Yan F, Zheng X, Wang H, Jin H, Wang C, Zhao Y, Feng N, Wang T, Gao Y, Yang S, Xia X.",Virus Genes. 2017 Aug;53(4):548-554. doi: 10.1007/s11262-017-1450-2. Epub 2017 Mar 29.,Wang C,Virus Genes,2017,2017/03/31
28317173,Extracellular matrix in the CNS induced by neuropathogenic viral infection,"Watanabe R, Kakizaki M.",Neuropathology. 2017 Aug;37(4):311-320. doi: 10.1111/neup.12374. Epub 2017 Mar 20.,Watanabe R,Neuropathology,2017,2017/03/21
28242560,Viral rewiring of cellular lipid metabolism to create membranous replication compartments,"Strating JR, van Kuppeveld FJ.",Curr Opin Cell Biol. 2017 Aug;47:24-33. doi: 10.1016/j.ceb.2017.02.005. Epub 2017 Feb 24.,Strating JR,Curr Opin Cell Biol,2017,2017/03/01
28191658,Interpatient mutational spectrum of human coronavirus-OC43 revealed by illumina sequencing,"Gorse GJ, Patel GB, Fan X.",J Med Virol. 2017 Aug;89(8):1330-1338. doi: 10.1002/jmv.24780. Epub 2017 Mar 14.,Gorse GJ,J Med Virol,2017,2017/02/14
28759649,The tetraspanin CD9 facilitates MERS-coronavirus entry by scaffolding host cell receptors and proteases,"Earnest JT, Hantak MP, Li K, McCray PB Jr, Perlman S, Gallagher T.",PLoS Pathog. 2017 Jul 31;13(7):e1006546. doi: 10.1371/journal.ppat.1006546. eCollection 2017 Jul.,Earnest JT,PLoS Pathog,2017,2017/08/01
28759623,Spatial modelling of contribution of individual level risk factors for mortality from Middle East respiratory syndrome coronavirus in the Arabian Peninsula,"Adegboye OA, Gayawan E, Hanna F.",PLoS One. 2017 Jul 31;12(7):e0181215. doi: 10.1371/journal.pone.0181215. eCollection 2017.,Adegboye OA,PLoS One,2017,2017/08/01
28750053,Comprehensive structural analysis of designed incomplete polypeptide chains of the replicase nonstructural protein 1 from the severe acute respiratory syndrome coronavirus,"Vazquez L, E Lima LMTDR, Almeida MDS.",PLoS One. 2017 Jul 27;12(7):e0182132. doi: 10.1371/journal.pone.0182132. eCollection 2017.,Vazquez L,PLoS One,2017,2017/07/28
28933760,Infectious Bronchitis Virus Infection Induces Apoptosis during Replication in Chicken Macrophage HD11 Cells,"Han X, Tian Y, Guan R, Gao W, Yang X, Zhou L, Wang H.",Viruses. 2017 Jul 26;9(8):198. doi: 10.3390/v9080198.,Han X,Viruses,2017,2017/09/22
28747730,Epidemiology and characterization of avian infectious bronchitis virus strains circulating in southern China during the period from 2013-2015,"Feng K, Wang F, Xue Y, Zhou Q, Chen F, Bi Y, Xie Q.",Sci Rep. 2017 Jul 26;7(1):6576. doi: 10.1038/s41598-017-06987-2.,Feng K,Sci Rep,2017,2017/07/28
28774161,Infectious disease-related laws: prevention and control measures,Park M.,Epidemiol Health. 2017 Jul 25;39:e2017033. doi: 10.4178/epih.e2017033. eCollection 2017.,Park M,Epidemiol Health,2017,2017/08/05
28591694,The nucleocapsid proteins of mouse hepatitis virus and severe acute respiratory syndrome coronavirus share the same IFN-β antagonizing mechanism: attenuation of PACT-mediated RIG-I/ MDA5 activation,"Ding Z, Fang L, Yuan S, Zhao L, Wang X, Long S, Wang M, Wang D, Foda MF, Xiao S.",Oncotarget. 2017 Jul 25;8(30):49655-49670. doi: 10.18632/oncotarget.17912.,Ding Z,Oncotarget,2017,2017/06/08
28727803,Role of fomites in SARS transmission during the largest hospital outbreak in Hong Kong,"Xiao S, Li Y, Wong TW, Hui DSC.",PLoS One. 2017 Jul 20;12(7):e0181558. doi: 10.1371/journal.pone.0181558. eCollection 2017.,Xiao S,PLoS One,2017,2017/07/21
28720894,Coronavirus nucleocapsid proteins assemble constitutively in high molecular oligomers,"Cong Y, Kriegenburg F, de Haan CAM, Reggiori F.",Sci Rep. 2017 Jul 18;7(1):5740. doi: 10.1038/s41598-017-06062-w.,Cong Y,Sci Rep,2017,2017/07/20
28730588,Awareness among a Saudi Arabian university community of Middle East respiratory syndrome coronavirus following an outbreak,Al-Mohaissen M.,East Mediterr Health J. 2017 Jul 16;23(5):351-360. doi: 10.26719/2017.23.5.351.,Al-Mohaissen M,East Mediterr Health J,2017,2017/07/22
28838146,Prolonged Shedding of Human Coronavirus in Hematopoietic Cell Transplant Recipients: Risk Factors and Viral Genome Evolution,"Ogimi C, Greninger AL, Waghmare AA, Kuypers JM, Shean RC, Xie H, Leisenring WM, Stevens-Ayers TL, Jerome KR, Englund JA, Boeckh M.",J Infect Dis. 2017 Jul 15;216(2):203-209. doi: 10.1093/infdis/jix264.,Ogimi C,J Infect Dis,2017,2017/08/26
28490591,Deletion of a 197-Amino-Acid Region in the N-Terminal Domain of Spike Protein Attenuates Porcine Epidemic Diarrhea Virus in Piglets,"Hou Y, Lin CM, Yokoyama M, Yount BL, Marthaler D, Douglas AL, Ghimire S, Qin Y, Baric RS, Saif LJ, Wang Q.",J Virol. 2017 Jun 26;91(14):e00227-17. doi: 10.1128/JVI.00227-17. Print 2017 Jul 15.,Hou Y,J Virol,2017,2017/05/12
28490584,A Naturally Occurring Recombinant Enterovirus Expresses a Torovirus Deubiquitinase,"Shang P, Misra S, Hause B, Fang Y.",J Virol. 2017 Jun 26;91(14):e00450-17. doi: 10.1128/JVI.00450-17. Print 2017 Jul 15.,Shang P,J Virol,2017,2017/05/12
28108025,Viral-induced suppression of self-reactive T cells: Lessons from neurotropic coronavirus-induced demyelination,"Savarin C, Bergmann CC.",J Neuroimmunol. 2017 Jul 15;308:12-16. doi: 10.1016/j.jneuroim.2017.01.003. Epub 2017 Jan 11.,Savarin C,J Neuroimmunol,2017,2017/01/22
28065579,Roles of regulatory T cells and IL-10 in virus-induced demyelination,"Perlman S, Zhao J.",J Neuroimmunol. 2017 Jul 15;308:6-11. doi: 10.1016/j.jneuroim.2017.01.001. Epub 2017 Jan 4.,Perlman S,J Neuroimmunol,2017,2017/01/10
28709419,"The clinical and virological features of the first imported case causing MERS-CoV outbreak in South Korea, 2015","Lee JY, Kim YJ, Chung EH, Kim DW, Jeong I, Kim Y, Yun MR, Kim SS, Kim G, Joh JS.",BMC Infect Dis. 2017 Jul 14;17(1):498. doi: 10.1186/s12879-017-2576-5.,Lee JY,BMC Infect Dis,2017,2017/07/16
28706276,Kanyawara Virus: A Novel Rhabdovirus Infecting Newly Discovered Nycteribiid Bat Flies Infesting Previously Unknown Pteropodid Bats in Uganda,"Goldberg TL, Bennett AJ, Kityo R, Kuhn JH, Chapman CA.",Sci Rep. 2017 Jul 13;7(1):5287. doi: 10.1038/s41598-017-05236-w.,Goldberg TL,Sci Rep,2017,2017/07/15
28701160,Infants hospitalized for Bordetella pertussis infection commonly have respiratory viral coinfections,"Frassanito A, Nenna R, Nicolai A, Pierangeli A, Tozzi AE, Stefanelli P, Carsetti R, Concato C, Schiavoni I, Midulla F; Pertussis study group.",BMC Infect Dis. 2017 Jul 12;17(1):492. doi: 10.1186/s12879-017-2567-6.,Frassanito A,BMC Infect Dis,2017,2017/07/14
28696396,The Interaction between Nidovirales and Autophagy Components,"Cong Y, Verlhac P, Reggiori F.",Viruses. 2017 Jul 11;9(7):182. doi: 10.3390/v9070182.,Cong Y,Viruses,2017,2017/07/12
28684708,Porcine Epidemic Diarrhea in Europe: In-Detail Analyses of Disease Dynamics and Molecular Epidemiology,"Hanke D, Pohlmann A, Sauter-Louis C, Höper D, Stadler J, Ritzmann M, Steinrigl A, Schwarz BA, Akimkin V, Fux R, Blome S, Beer M.",Viruses. 2017 Jul 6;9(7):177. doi: 10.3390/v9070177.,Hanke D,Viruses,2017,2017/07/08
28630327,Virus-induced inflammasome activation is suppressed by prostaglandin D(2)/DP1 signaling,"Vijay R, Fehr AR, Janowski AM, Athmer J, Wheeler DL, Grunewald M, Sompallae R, Kurup SP, Meyerholz DK, Sutterwala FS, Narumiya S, Perlman S.",Proc Natl Acad Sci U S A. 2017 Jul 3;114(27):E5444-E5453. doi: 10.1073/pnas.1704099114. Epub 2017 Jun 19.,Vijay R,Proc Natl Acad Sci U S A,2017,2017/06/21
28277821,Receptor-binding domain of MERS-CoV with optimal immunogen dosage and immunization interval protects human transgenic mice from MERS-CoV infection,"Wang Y, Tai W, Yang J, Zhao G, Sun S, Tseng CK, Jiang S, Zhou Y, Du L, Gao J.",Hum Vaccin Immunother. 2017 Jul 3;13(7):1615-1624. doi: 10.1080/21645515.2017.1296994. Epub 2017 Mar 9.,Wang Y,Hum Vaccin Immunother,2017,2017/03/10
32501422,"Outbreak of Middle East respiratory syndrome coronavirus, Saudi Arabian experience","Kumar A, Chaterjee S.",Curr Med Res Pract. 2017 Jul-Aug;7(4):132-134. doi: 10.1016/j.cmrp.2017.07.006. Epub 2017 Jul 20.,Kumar A,Curr Med Res Pract,2017,2020/06/06
29089687,Follow-up chest radiographic findings in patients with MERS-CoV after recovery,"Das KM, Lee EY, Singh R, Enani MA, Al Dossari K, Van Gorkom K, Larsson SG, Langer RD.",Indian J Radiol Imaging. 2017 Jul-Sep;27(3):342-349. doi: 10.4103/ijri.IJRI_469_16.,Das KM,Indian J Radiol Imaging,2017,2017/11/02
28808497,"Prevalence of antibodies against the Middle East Respiratory Syndrome coronavirus, influenza A and B viruses among blood donors, Saudi Arabia","Alrashid M, Taleb AA, Hajeer A, Arabi Y.",Ann Thorac Med. 2017 Jul-Sep;12(3):217-218. doi: 10.4103/atm.ATM_143_17.,Alrashid M,Ann Thorac Med,2017,2017/08/16
28805464,Advancing Preparedness for Highly Hazardous Contagious Diseases: Admitting 10 Simulated Patients with MERS-CoV,"Vasa A, Smith PW, Schwedhelm M, Cieslak TJ, Lowe J, Kratochvil CJ, Beam EL, Boulter K, Hewlett A.",Health Secur. 2017 Jul/Aug;15(4):432-439. doi: 10.1089/hs.2017.0003. Epub 2017 Aug 14.,Vasa A,Health Secur,2017,2017/08/15
28748673,Neurological Complications during Treatment of Middle East Respiratory Syndrome,"Kim JE, Heo JH, Kim HO, Song SH, Park SS, Park TH, Ahn JY, Kim MK, Choi JP.",J Clin Neurol. 2017 Jul;13(3):227-233. doi: 10.3988/jcn.2017.13.3.227.,Kim JE,J Clin Neurol,2017,2017/07/28
28628449,"Porcine Hemagglutinating Encephalomyelitis Virus and Respiratory Disease in Exhibition Swine, Michigan, USA, 2015","Lorbach JN, Wang L, Nolting JM, Benjamin MG, Killian ML, Zhang Y, Bowman AS.",Emerg Infect Dis. 2017 Jul;23(7):1168-1171. doi: 10.3201/eid2307.170019.,Lorbach JN,Emerg Infect Dis,2017,2017/06/20
28585916,"MERS-CoV Antibody Responses 1 Year after Symptom Onset, South Korea, 2015","Choe PG, Perera RAPM, Park WB, Song KH, Bang JH, Kim ES, Kim HB, Ko LWR, Park SW, Kim NJ, Lau EHY, Poon LLM, Peiris M, Oh MD.",Emerg Infect Dis. 2017 Jul;23(7):1079-1084. doi: 10.3201/eid2307.170310. Epub 2017 Jul 15.,Choe PG,Emerg Infect Dis,2017,2017/06/07
28528587,Persistent infections support maintenance of a coronavirus in a population of Australian bats (Myotis macropus),"Jeong J, Smith CS, Peel AJ, Plowright RK, Kerlin DH, McBroom J, McCallum H.",Epidemiol Infect. 2017 Jul;145(10):2053-2061. doi: 10.1017/S0950268817000991. Epub 2017 May 22.,Jeong J,Epidemiol Infect,2017,2017/05/23
28527970,Frequency of respiratory viruses among patients admitted to 26 Intensive Care Units in seven consecutive winter-spring seasons (2009-2016) in Northern Italy,"Piralla A, Mariani B, Rovida F, Baldanti F.",J Clin Virol. 2017 Jul;92:48-51. doi: 10.1016/j.jcv.2017.05.004. Epub 2017 May 8.,Piralla A,J Clin Virol,2017,2017/05/22
28527823,Antiviral escin derivatives from the seeds of Aesculus turbinata Blume (Japanese horse chestnut),"Kim JW, Ha TK, Cho H, Kim E, Shim SH, Yang JL, Oh WK.",Bioorg Med Chem Lett. 2017 Jul 1;27(13):3019-3025. doi: 10.1016/j.bmcl.2017.05.022. Epub 2017 May 8.,Kim JW,Bioorg Med Chem Lett,2017,2017/05/22
28494352,IL-33 protects murine viral fulminant hepatitis by targeting coagulation hallmark protein FGL2/fibroleukin expression,"Yu H, Liu Y, Huang J, Wang H, Yan W, Xi D, Shen G, Luo X, Ning Q.",Mol Immunol. 2017 Jul;87:171-179. doi: 10.1016/j.molimm.2017.04.011. Epub 2017 May 8.,Yu H,Mol Immunol,2017,2017/05/12
28482585,Biopolymeric nano/microspheres for selective and reversible adsorption of coronaviruses,"Ciejka J, Wolski K, Nowakowska M, Pyrc K, Szczubiałka K.",Mater Sci Eng C Mater Biol Appl. 2017 Jul 1;76:735-742. doi: 10.1016/j.msec.2017.03.047. Epub 2017 Mar 6.,Ciejka J,Mater Sci Eng C Mater Biol Appl,2017,2017/05/10
28478775,Serological evidence of coronavirus infections in native hamadryas baboons (Papio hamadryas hamadryas) of the Kingdom of Saudi Arabia,"Olarinmoye AO, Olugasa BO, Niphuis H, Herwijnen RV, Verschoor E, Boug A, Ishola OO, Buitendijk H, Fagrouch Z, Al-Hezaimi K.",Epidemiol Infect. 2017 Jul;145(10):2030-2037. doi: 10.1017/S0950268817000905. Epub 2017 May 8.,Olarinmoye AO,Epidemiol Infect,2017,2017/05/09
28466096,Pathogenic human coronavirus infections: causes and consequences of cytokine storm and immunopathology,"Channappanavar R, Perlman S.",Semin Immunopathol. 2017 Jul;39(5):529-539. doi: 10.1007/s00281-017-0629-x. Epub 2017 May 2.,Channappanavar R,Semin Immunopathol,2017,2017/05/04
28463713,Neutralization of genotype 2 porcine epidemic diarrhea virus strains by a novel monoclonal antibody,"Liu J, Shi H, Chen J, Zhang X, Ji Z, Yuan J, Shi D, Cao L, Zhu X, Dong H, Wang X, Zhang J, Feng L.",Virology. 2017 Jul;507:257-262. doi: 10.1016/j.virol.2017.04.026. Epub 2017 Apr 29.,Liu J,Virology,2017,2017/05/03
28448848,Transmissible gastroenteritis virus infection induces NF-κB activation through RLR-mediated signaling,"Ding Z, An K, Xie L, Wu W, Zhang R, Wang D, Fang Y, Chen H, Xiao S, Fang L.",Virology. 2017 Jul;507:170-178. doi: 10.1016/j.virol.2017.04.024. Epub 2017 Apr 24.,Ding Z,Virology,2017,2017/04/28
28432925,Structure of the S1 subunit C-terminal domain from bat-derived coronavirus HKU5 spike protein,"Han X, Qi J, Song H, Wang Q, Zhang Y, Wu Y, Lu G, Yuen KY, Shi Y, Gao GF.",Virology. 2017 Jul;507:101-109. doi: 10.1016/j.virol.2017.04.016. Epub 2017 Apr 19.,Han X,Virology,2017,2017/04/23
28424887,A metagenomics study for the identification of respiratory viruses in mixed clinical specimens: an application of the iterative mapping approach,"Gong YN, Yang SL, Chen GW, Chen YW, Huang YC, Ning HC, Tsao KC.",Arch Virol. 2017 Jul;162(7):2003-2012. doi: 10.1007/s00705-017-3367-4. Epub 2017 Apr 19.,Gong YN,Arch Virol,2017,2017/04/21
28420819,Synonymous and Biased Codon Usage by MERS CoV Papain-Like and 3CL-Proteases,"Kandeel M, Altaher A.",Biol Pharm Bull. 2017 Jul 1;40(7):1086-1091. doi: 10.1248/bpb.b17-00168. Epub 2017 Apr 18.,Kandeel M,Biol Pharm Bull,2017,2017/04/20
28418771,Persistence in Temporary Lung Niches: A Survival Strategy of Lung-Resident Memory CD8(+) T Cells,Takamura S.,Viral Immunol. 2017 Jul/Aug;30(6):438-450. doi: 10.1089/vim.2017.0016. Epub 2017 Apr 18.,Takamura S,Viral Immunol,2017,2017/04/19
28412151,Infectious diseases in China in the post-SARS era,"Gibney KB, Hall R.",Lancet Infect Dis. 2017 Jul;17(7):675-676. doi: 10.1016/S1473-3099(17)30168-8. Epub 2017 Apr 12.,Gibney KB,Lancet Infect Dis,2017,2017/04/17
28410826,Crimean-Congo hemorrhagic fever: A neglected infectious disease with potential nosocomial infection threat,"Leblebicioglu H, Ozaras R, Sunbul M.",Am J Infect Control. 2017 Jul 1;45(7):815-816. doi: 10.1016/j.ajic.2016.05.039. Epub 2017 Apr 11.,Leblebicioglu H,Am J Infect Control,2017,2017/04/16
28390872,The role of epidermal growth factor receptor (EGFR) signaling in SARS coronavirus-induced pulmonary fibrosis,"Venkataraman T, Frieman MB.",Antiviral Res. 2017 Jul;143:142-150. doi: 10.1016/j.antiviral.2017.03.022. Epub 2017 Apr 5.,Venkataraman T,Antiviral Res,2017,2017/04/10
28389142,Efficacy of antibody-based therapies against Middle East respiratory syndrome coronavirus (MERS-CoV) in common marmosets,"van Doremalen N, Falzarano D, Ying T, de Wit E, Bushmaker T, Feldmann F, Okumura A, Wang Y, Scott DP, Hanley PW, Feldmann H, Dimitrov DS, Munster VJ.",Antiviral Res. 2017 Jul;143:30-37. doi: 10.1016/j.antiviral.2017.03.025. Epub 2017 Apr 5.,van Doremalen N,Antiviral Res,2017,2017/04/09
28384506,Extensive diversity of coronaviruses in bats from China,"Lin XD, Wang W, Hao ZY, Wang ZX, Guo WP, Guan XQ, Wang MR, Wang HW, Zhou RH, Li MH, Tang GP, Wu J, Holmes EC, Zhang YZ.",Virology. 2017 Jul;507:1-10. doi: 10.1016/j.virol.2017.03.019. Epub 2017 Apr 3.,Lin XD,Virology,2017,2017/04/07
28337545,Retrospective investigation and evolutionary analysis of a novel porcine deltacoronavirus strain detected in Thailand from 2008 to 2015,"Saeng-Chuto K, Stott CJ, Wegner M, Senasuthum R, Tantituvanont A, Nilubol D.",Arch Virol. 2017 Jul;162(7):2103-2108. doi: 10.1007/s00705-017-3331-3. Epub 2017 Mar 23.,Saeng-Chuto K,Arch Virol,2017,2017/03/25
